Time	Substrate Temperature	Substrate Setpoint	Substrate Output	Substrate Rotation Temperature	Substrate Rotation Setpoint	Substrate Rotation Output	Substrate Position Temperature	Substrate Position Setpoint	Substrate Position Output	Buffer HTS Temperature	Buffer HTS Setpoint	Buffer HTS Output	LC Lamp Temperature	LC Lamp Setpoint	LC Lamp Output	In Base Temperature	In Base Setpoint	In Base Output	In Tip Temperature	In Tip Setpoint	In Tip Output	Ga Base Temperature	Ga Base Setpoint	Ga Base Output	Ga Tip Temperature	Ga Tip Setpoint	Ga Tip Output	Al Base Temperature	Al Base Setpoint	Al Base Output	Er Temperature	Er Setpoint	Er Output	GaTe Temperature	GaTe Setpoint	GaTe Output	Si Temperature	Si Setpoint	Si Output	Be Temperature	Be Setpoint	Be Output	Bi Base Temperature	Bi Base Setpoint	Bi Base Output	Bi Tip Temperature	Bi Tip Setpoint	Bi Tip Output	As SUB Temperature	As SUB Setpoint	As SUB Output	As Cracker Temperature	As Cracker Setpoint	As Cracker Output	As Valve Temperature	As Valve Setpoint	As Valve Output	Sb SUB Temperature	Sb SUB Setpoint	Sb SUB Output	Sb Cracker Temperature	Sb Cracker Setpoint	Sb Cracker Output	Sb Valve Temperature	Sb Valve Setpoint	Sb Valve Output	AHS Temperature	AHS Setpoint	AHS Output	DD Be Temperature	DD Be Setpoint	DD Be Output	BOS Temperature	BOS Setpoint	BOS Output	SF1 Temperature	SF1 Setpoint	SF1 Output	SF2 Temperature	SF2 Setpoint	SF2 Output	BOS1 Temperature	BOS1 Setpoint	BOS1 Output	BOS2 Temperature	BOS2 Setpoint	BOS2 Output	Growth Chamber Pressure	Beam Flux	BandiT temperature	Buffer Chamber Pressure	Load Chamber Pressure	BOS Pressure	DopantWaterFlow	LC Turbo Backing Pump	Plasma Intensity	Pirani BM 2	Pirani GC 1	Pirani GC 2	CAR Cryo	Source Flange Cryo	CAR GV	Source Flange GV	BOS Cryo	AluminumInterlock	Shutters	Comments
3567689134	199.8	200.0	5.9	---	---	---	---	---	---	234.5	36.9	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.0	902.4	902.5	17.4	1052.4	1052.5	38.2	1132.5	1132.5	24.1	399.9	400.0	6.3	100.7	100.0	0.9	350.0	350.0	2.9	350.0	350.0	4.9	306.9	300.0	0.0	350.0	350.0	9.6	400.3	400.0	46.0	850.0	850.0	18.5	0.00	---	---	568.6	568.6	72.1	900.0	900.0	20.9	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	1.35E-9	4.6657E-7	-1.5	6.42E-9	5.22E-9	1.00E-11	0.00	7.52E-3	-2.57E-4	1.011E+1	4.859E-1	1.000E-15	16.80	15.80	NaN	NaN	---	-1.48E-4	all shutters closed	As fluxes
3567689149	199.8	200.0	6.2	---	---	---	---	---	---	232.3	27.9	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.0	350.0	7.9	902.5	902.5	17.2	1052.5	1052.5	38.1	1132.5	1132.5	24.2	399.9	400.0	6.3	100.5	100.0	1.0	350.0	350.0	2.9	350.0	350.0	4.9	306.7	300.0	0.0	350.0	350.0	9.7	400.3	400.0	46.0	850.0	850.0	18.4	0.10	---	---	568.7	568.6	71.9	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	1.11E-9	5.3707E-9	-1.5	6.37E-9	5.22E-9	1.00E-11	0.00	7.50E-3	-2.61E-4	1.010E+1	4.862E-1	1.000E-15	16.41	16.05	NaN	NaN	---	-3.34E-4	all shutters closed	As fluxes
3567689164	199.8	200.0	6.1	---	---	---	---	---	---	230.0	18.8	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.9	902.6	902.5	17.7	1052.5	1052.5	38.3	1132.4	1132.5	24.1	400.0	400.0	6.2	100.3	100.0	1.1	350.0	350.0	3.0	349.9	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	399.8	400.0	47.9	850.1	850.0	18.4	200.00	---	---	568.6	568.6	72.1	900.1	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	9.83E-10	4.3275E-9	-1.5	6.36E-9	5.21E-9	1.00E-11	0.00	7.51E-3	-1.97E-4	1.011E+1	4.863E-1	1.000E-15	15.65	15.99	NaN	NaN	---	-5.91E-4	As	As fluxes
3567689179	199.9	200.0	6.2	---	---	---	---	---	---	228.6	14.3	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.3	902.5	902.5	17.2	1052.5	1052.5	38.1	1132.5	1132.5	24.0	400.1	400.0	6.3	99.7	100.0	1.4	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.1	350.0	9.4	399.5	400.0	47.6	850.0	850.0	18.5	200.10	---	---	568.6	568.6	72.0	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.96E-9	1.9836E-6	-1.5	6.34E-9	5.21E-9	1.00E-11	0.00	7.51E-3	-2.84E-4	1.011E+1	4.864E-1	1.000E-15	14.97	15.94	NaN	NaN	---	-3.59E-4	As	As fluxes
3567689194	199.8	200.0	6.1	---	---	---	---	---	---	226.5	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.0	902.5	902.5	17.1	1052.4	1052.5	38.3	1132.5	1132.5	24.0	400.0	400.0	6.2	99.3	100.0	1.8	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.8	400.2	400.0	45.8	849.9	850.0	18.5	0.00	---	---	568.6	568.6	72.1	900.1	900.0	20.8	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	2.96E-9	4.7183E-7	-1.5	6.29E-9	5.21E-9	1.00E-11	0.00	7.48E-3	-5.32E-4	1.010E+1	4.862E-1	1.000E-15	14.80	15.67	NaN	NaN	---	-4.12E-4	Al,Ga	As fluxes
3567689210	199.8	200.0	6.2	---	---	---	---	---	---	224.4	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	349.9	350.0	8.0	902.5	902.5	17.1	1052.4	1052.5	38.1	1132.5	1132.5	23.8	400.0	400.0	6.4	99.3	100.0	1.8	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	400.3	400.0	46.3	850.0	850.0	18.4	0.10	---	---	568.7	568.6	72.2	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	2.20E-9	1.1974E-7	-1.5	6.27E-9	5.21E-9	1.00E-11	0.00	7.40E-3	-2.91E-4	1.011E+1	4.864E-1	1.000E-15	15.80	15.91	NaN	NaN	---	-4.09E-4	all shutters closed	As fluxes
3567689224	199.9	200.0	6.1	---	---	---	---	---	---	222.3	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.2	902.5	902.5	17.0	1052.5	1052.5	38.2	1132.5	1132.5	24.0	399.9	400.0	6.2	99.4	100.0	1.6	350.0	350.0	3.0	350.0	350.0	4.9	306.7	300.0	0.0	350.0	350.0	9.4	400.2	400.0	46.4	850.0	850.0	18.5	0.00	---	---	568.6	568.6	71.7	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.5	349.9	350.0	3.0	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	1.79E-9	7.6516E-9	-1.5	6.27E-9	5.21E-9	1.00E-11	0.00	7.41E-3	-3.00E-4	1.011E+1	4.864E-1	1.000E-15	17.06	16.10	NaN	NaN	---	-2.77E-4	all shutters closed	As fluxes
3567689239	200.0	200.0	6.0	---	---	---	---	---	---	220.3	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.1	902.5	902.5	17.1	1052.5	1052.5	38.2	1132.5	1132.5	23.9	400.0	400.0	6.4	100.1	100.0	1.3	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	399.6	400.0	48.0	850.1	850.0	18.4	200.00	---	---	568.7	568.6	71.8	900.1	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	4.33E-9	5.8322E-9	-1.5	6.25E-9	5.21E-9	1.00E-11	0.00	7.45E-3	-2.53E-4	1.010E+1	4.866E-1	1.000E-15	16.92	15.67	NaN	NaN	---	-2.27E-4	As	As fluxes
3567689254	200.2	200.0	5.8	---	---	---	---	---	---	218.9	10.0	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.8	902.5	902.5	17.4	1052.4	1052.5	38.2	1132.5	1132.5	24.2	400.0	400.0	6.3	100.5	100.0	1.1	349.9	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	399.5	400.0	47.3	850.1	850.0	18.4	200.00	---	---	568.6	568.6	72.3	900.1	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	5.64E-9	2.0029E-6	-1.5	6.21E-9	5.20E-9	1.00E-11	0.00	7.29E-3	-3.00E-4	1.011E+1	4.868E-1	1.000E-15	16.30	15.68	NaN	NaN	---	-2.64E-4	Al,Ga	As fluxes
3567689270	200.3	200.0	5.7	---	---	---	---	---	---	217.0	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.2	902.5	902.5	17.6	1052.5	1052.5	38.2	1132.5	1132.5	24.1	400.0	400.0	6.2	100.8	100.0	0.8	350.0	350.0	3.0	350.1	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.8	400.2	400.0	45.3	849.9	850.0	18.5	0.10	---	---	568.6	568.6	71.8	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.75E-9	4.8090E-7	-1.5	6.19E-9	5.20E-9	1.00E-11	0.00	7.30E-3	-2.72E-4	1.011E+1	4.864E-1	1.000E-15	15.59	15.81	NaN	NaN	---	-2.78E-4	Al,Ga	As fluxes
3567689284	200.3	200.0	5.7	---	---	---	---	---	---	215.1	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.3	902.3	902.5	17.6	1052.6	1052.5	38.2	1132.6	1132.5	24.0	400.0	400.0	6.4	100.7	100.0	1.0	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	400.2	400.0	46.1	849.9	850.0	18.5	0.00	---	---	568.7	568.6	71.9	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.1	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	2.79E-9	4.6589E-7	-1.5	6.18E-9	5.20E-9	1.00E-11	0.00	7.26E-3	-2.07E-4	1.011E+1	4.866E-1	1.000E-15	15.08	16.08	NaN	NaN	---	-2.00E-4	all shutters closed	As fluxes
3567689299	200.3	200.0	5.5	---	---	---	---	---	---	213.2	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.1	350.0	7.7	902.4	902.5	17.6	1052.5	1052.5	38.0	1132.5	1132.5	24.1	400.0	400.0	6.3	100.3	100.0	1.3	350.1	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	400.2	400.0	46.4	850.0	850.0	18.4	0.10	---	---	568.6	568.6	72.1	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	1.98E-9	7.0312E-9	-1.5	6.14E-9	5.20E-9	1.00E-11	0.00	7.32E-3	-2.76E-4	1.011E+1	4.864E-1	1.000E-15	16.17	15.72	NaN	NaN	---	-4.59E-4	all shutters closed	As fluxes
3567689314	200.2	200.0	5.6	---	---	---	---	---	---	212.0	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.1	350.0	8.2	902.5	902.5	17.5	1052.6	1052.5	38.2	1132.5	1132.5	23.9	400.0	400.0	6.3	99.7	100.0	1.5	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	399.5	400.0	48.0	850.0	850.0	18.5	200.00	---	---	568.6	568.6	72.1	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	4.51E-9	2.1250E-6	-1.5	6.12E-9	5.20E-9	1.00E-11	0.00	7.35E-3	-5.13E-4	1.010E+1	4.868E-1	1.000E-15	16.86	15.75	NaN	NaN	---	-5.05E-4	As	As fluxes
3567689330	200.2	200.0	5.6	---	---	---	---	---	---	210.2	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.1	902.5	902.5	17.2	1052.5	1052.5	38.1	1132.5	1132.5	23.8	400.1	400.0	6.3	99.3	100.0	1.8	350.0	350.0	2.9	349.9	350.0	4.9	306.9	300.0	0.0	350.0	350.0	9.5	399.4	400.0	47.3	850.1	850.0	18.4	200.00	---	---	568.6	568.6	72.1	900.1	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	5.90E-9	2.0221E-6	-1.5	6.10E-9	5.19E-9	1.00E-11	0.00	7.32E-3	-4.54E-4	1.010E+1	4.866E-1	1.000E-15	15.92	16.03	NaN	NaN	---	-1.73E-4	Al,Ga	As fluxes
3567689345	200.1	200.0	5.7	---	---	---	---	---	---	208.3	10.0	0.0	25.3	10.0	0.0	233.1	175.0	0.0	350.1	350.0	7.8	902.6	902.5	17.3	1052.4	1052.5	38.1	1132.5	1132.5	24.0	400.0	400.0	6.3	99.1	100.0	1.7	350.0	350.0	2.9	350.1	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	400.4	400.0	45.0	849.9	850.0	18.4	0.00	---	---	568.6	568.6	71.8	900.1	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.1	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.28E-9	4.9244E-7	-1.5	6.08E-9	5.19E-9	1.00E-11	0.00	7.40E-3	-2.51E-4	1.010E+1	4.867E-1	1.000E-15	15.38	15.98	NaN	NaN	---	-2.78E-4	Al,Ga	As fluxes
3567689359	200.0	200.0	5.8	---	---	---	---	---	---	206.5	10.0	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.8	902.4	902.5	17.8	1052.4	1052.5	38.2	1132.5	1132.5	24.0	400.0	400.0	6.3	99.6	100.0	1.6	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	400.3	400.0	46.1	850.0	850.0	18.5	0.10	---	---	568.6	568.6	72.1	900.1	900.0	20.7	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	2.74E-9	1.0836E-8	-1.5	6.04E-9	5.19E-9	1.00E-11	0.00	7.29E-3	-3.26E-4	1.011E+1	4.869E-1	1.000E-15	15.06	15.71	NaN	NaN	---	-1.61E-4	all shutters closed	As fluxes
3567689374	200.0	200.0	5.8	---	---	---	---	---	---	205.4	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.1	902.4	902.5	17.3	1052.4	1052.5	38.2	1132.6	1132.5	24.0	399.9	400.0	6.4	100.1	100.0	1.3	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.5	400.3	400.0	45.9	850.1	850.0	18.5	207.40	---	---	568.6	568.6	72.1	900.0	900.0	20.6	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	2.32E-9	8.0484E-9	-1.5	6.03E-9	5.19E-9	1.00E-11	0.00	7.38E-3	-2.96E-4	1.010E+1	4.871E-1	1.000E-15	14.86	15.77	NaN	NaN	---	-4.69E-4	As	As fluxes
3567689389	200.0	200.0	5.6	---	---	---	---	---	---	203.7	10.0	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.1	902.4	902.5	17.4	1052.5	1052.5	38.2	1132.5	1132.5	24.2	400.0	400.0	6.4	100.5	100.0	1.0	349.9	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.8	399.7	400.0	47.6	850.1	850.0	18.4	205.00	---	---	568.6	568.6	72.1	900.1	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.1	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	4.77E-9	2.4029E-6	-1.5	6.01E-9	5.18E-9	1.00E-11	0.00	7.36E-3	-2.30E-4	1.011E+1	4.869E-1	1.000E-15	15.90	16.02	NaN	NaN	---	-3.20E-4	As	As fluxes
